Social;Page url;Post Url;Likes;Reposts;Comments;Views;ER Post;ER View;VR Post;Text;Date;Author;Media 1;Url 1;Media 2;Url 2;Media 3;Url 3;Media 4;Url 4;Media 5;Url 5;Media 6;Url 6;Media 6;Url 6;Media 7;Url 7;Media 8;Url 8;Media 9;Url 9;Media 10;Url 10
VK;https://vk.com/public190256180;https://vk.com/wall-190256180_5100;18;0;7;59095;0,3158;0,0423;746,4317;"Можайский район назван в честь старой дороги, ставшей современным Можайским шоссе. В XVII веке здесь находилась деревня Манухино, принадлежавшая семейству Пушкиных. 

Позже владельцем стал Артамон Матвеев, построивший Спасскую церковь, после чего деревню переименовали в Спасское-Манухино. Во второй половине XIX века регион развивался благодаря текстильным производствам, открывшимся после реформы 1861 года, и строительству железной дороги. Открытие железнодорожного транспорта также поспособствовало росту экономики района: появились шерстоткацкое производство Софьи Саксе, ковровая фабрика Ивана Пешкова, суконно-ткацкий комбинат Николая Шульца и бельгийский завод по изготовлению пистолетных патронов.

Район славится красивыми местами, например, берегами реки Сетуни, где жили и работали известные деятели русской литературы и искусства. Одной из ярких достопримечательностей остаётся старинная усадьба Сетунь, приобретённая Францем Реддавеем, основавшим на прилегающих землях фабрику по производству брезентовых изделий и кожаных ремней. 

В 1995 году Можайский район официально сформирован в качестве самостоятельного муниципального округа. Затем, в 2012 году, произошло расширение границ района за счёт включения территории инновационного центра «Сколково», что придало местности новый импульс развития.

Социальная реклама. ГКУ ""Новые технологии управления"" (ОГРН 1087746069817, юридический адрес: 101000, город Москва, Чистопрудный б-р, д. 8 стр. 1), <a href=""https://newtech.mos.ru"" class=""blue-selection"" target=""_blank"">https://newtech.mos.ru</a>";22.06.2025;public190256180;image;https://sun9-24.vkuserphoto.ru/s/v1/ig2/w7YOIs_Wt6lPVKOzTDN4UEwDDoBEjDI6amndvbmhTFA06XYnPQVrgFeig0855cWp0nqYXB3QkRTyBWLatpCd1HpD.jpg?quality=95&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,1080x1080&from=bu;link;https://newtech.mos.ru;;;;;;;;;;;;;;;;;;
VK;https://vk.com/public190256180;https://vk.com/wall-190256180_5092;24;1;7;24663;0,4042;0,1297;311,5195;"В рамках общих собраний собственники решают самые разнообразные вопросы по управлению многоквартирным домом. Список тем, решение по которым зависит от ОСС, определяется Жилищным кодексом РФ. 
 
Самые распространенные из них: 
 
- вопросы об использовании общедомового имущества; 
- вопросы по капитальному ремонту и управлению домом; 
- вопросы, связанные с советом дома и созданием товарищества собственников жилья; 
- вопросы о порядке проведения ОСС. 
 
Полный список вопросов и формулировок вы найдете по ссылке <a href=""https://ed.mos.ru/storage/content/f3c9ded6-c41a-4d00-9d87-ad7a67da7f7f/OUTOCC25052300002.pdf."" class=""blue-selection"" target=""_blank"">https://ed.mos.ru/storage/content/f3c9ded6-c41a-4d00-9d87-ad7a67da7f7f/OUTOCC25052300002.pdf.</a>

Социальная реклама. ГКУ ""Новые технологии управления"" (ОГРН 1087746069817, юридический адрес: 101000, город Москва, Чистопрудный б-р, д. 8 стр. 1), <a href=""https://newtech.mos.ru"" class=""blue-selection"" target=""_blank"">https://newtech.mos.ru</a>";20.06.2025;public190256180;image;https://sun9-4.vkuserphoto.ru/s/v1/ig2/AkmaYgDPdUYX3Fy8DjhFZin1KiSCMtzH6RrO7uvKjCQH6b5EOEawK3o-eJrv35r0jHpWyhb4MGODa_MrrA4Psaee.jpg?quality=95&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,1080x1080&from=bu;;;;;;;;;;;;;;;;;;;;
VK;https://vk.com/public190256180;https://vk.com/wall-190256180_5091;16;2;0;23029;0,2274;0,0782;290,8804;"Наряду с появлением новых объектов инфраструктуры в столице проводятся работы по озеленению. Всего за этот год планируется высадить более 1,5 тысячи деревьев. 
 
Среди видов деревьев отдают предпочтение наиболее устойчивым к городским условиям и состоянию воздуха. В основном это липы, клены и ели. Все деревья выращиваются в специальных питомниках, затем в возрасте от 5 до 30 лет и при достижении необходимой высоты их пересаживают в подготовленные участки с дренажом и плодородным грунтом для лучшей адаптации. 
 
Высадка производится в несколько этапов, весной и осенью. Так, в 2025 году уже было высажено 725 деревьев и 824 еще ожидают своей очереди в осенний период. 
 
Зеленые насаждения крайне важны для создания благоприятной среды в мегаполисе. Они улучшают качество воздуха, дарят прохладу и тень в жаркие дни, радуют зеленью и цветами, а также защищают от пыли и шума.

Социальная реклама. ГКУ ""Новые технологии управления"" (ОГРН 1087746069817, юридический адрес: 101000, город Москва, Чистопрудный б-р, д. 8 стр. 1), <a href=""https://newtech.mos.ru"" class=""blue-selection"" target=""_blank"">https://newtech.mos.ru</a>";18.06.2025;public190256180;image;https://sun9-17.vkuserphoto.ru/s/v1/ig2/diHUadp5QgG-IO_2QZ-LA-_3uijM4GSKu-ghV8JJP1TTTFEGqpV4iSs_Hrpk9Q0E3zAbLBfrN7TQLth462gk8zJG.jpg?quality=95&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,1000x1000&from=bu;;;;;;;;;;;;;;;;;;;;
VK;https://vk.com/public190256180;https://vk.com/wall-190256180_5090;15;0;0;363;0,1895;4,1322;4,5851;"Удалось угадать район из нашей прошлой викторины?

Делимся правильным ответом: Печатники.

Прочитать подробнее про его историю можно здесь (<a href=""https://vk.com/wall-190256180_4345"" class=""blue-selection"" target=""_blank"">https://vk.com/wall-190256180_4345</a>), а ознакомиться с его современностью — в этом посте (<a href=""https://vk.com/wall-190256180_4357)."" class=""blue-selection"" target=""_blank"">https://vk.com/wall-190256180_4357).</a>

Социальная реклама. ГКУ ""Новые технологии управления"" (ОГРН 1087746069817, юридический адрес: 101000, город Москва, Чистопрудный б-р, д. 8 стр. 1), <a href=""https://newtech.mos.ru"" class=""blue-selection"" target=""_blank"">https://newtech.mos.ru</a>";15.06.2025;public190256180;image;https://sun9-78.vkuserphoto.ru/s/v1/ig2/VCif85s94JKf0TePOb6eDN1WHJ4mTIY_9JOYy0zvgfC_GR5McfUlfyierI9RnRUfM3BTkNvV-G1RwMxTcpEgfwuM.jpg?quality=95&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,974x974&from=bu;link;https://vk.com/wall-190256180_4345;;;;;;;;;;;;;;;;;;
VK;https://vk.com/public190256180;https://vk.com/wall-190256180_5086;16;0;3;15909;0,24;0,1194;200,9473;"Первые дни лета – отличное время для викторин! Угадайте район Москвы по нашим подсказкам.

Этот район известен своим красивым парком с пристанью речного пароходства. Первые упоминания одноименной деревни появились в XVI веке, хотя Николаевский монастырь на территории района в некоторых источниках упоминается еще с XIII века.

Район также известен своими палисадниками, которые очень приглянулись режиссерам. Например, в этих местах были сняты такие фильмы, как «Антикиллер», «Француз» и «Бумер».

Социальная реклама. ГКУ ""Новые технологии управления"" (ОГРН 1087746069817, юридический адрес: 101000, город Москва, Чистопрудный б-р, д. 8 стр. 1), <a href=""https://newtech.mos.ru"" class=""blue-selection"" target=""_blank"">https://newtech.mos.ru</a>";13.06.2025;public190256180;image;https://sun9-71.vkuserphoto.ru/s/v1/ig2/P3pZwBlwbAcXRBmUYcVYDolQwWt6fPaauMcS8kTfqK6WNl8F3TMAXnVCPPf6lGiBNvSi82VNWltZTy-V6NVY71fz.jpg?quality=95&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,974x974&from=bu;link;https://newtech.mos.ru;;;;;;;;;;;;;;;;;;
VK;https://vk.com/public190256180;https://vk.com/wall-190256180_5082;14;0;1;389;0,1895;3,856;4,9135;"Новое голосование <a href=""<a href=""https://clck.ru/3MX5Ay"" class=""blue-selection"" target=""_blank"">https://clck.ru/3MX5Ay</a>"" class=""blue-selection"" target=""_blank"">https://clck.ru/3MX5Ay</a> в проекте Активный Гражданин за уникальный прогулочный парк! Здесь жители смогут наслаждаться живописными видами на свежем воздухе круглый год.

Вас ждут:

- прогулки среди зелени;

- беговые тропинки;

- цветущие клумбы и зоны отдыха

Парк расположится на огромной территории размером почти 40 тысяч квадратных метров. «Электронный дом» приглашает оставить свой голос на сайте и в приложении проекта «Активный гражданин»: https://clck.ru/3MX5Ay

Социальная реклама. ГКУ ""Новые технологии управления"" (ОГРН 1087746069817, юридический адрес: 101000, город Москва, Чистопрудный б-р, д. 8 стр. 1), <a href=""https://newtech.mos.ru"" class=""blue-selection"" target=""_blank"">https://newtech.mos.ru</a>";10.06.2025;public190256180;image;https://sun9-85.vkuserphoto.ru/s/v1/ig2/btXLp0iJBrpfGaTtRnh98tIFrAgcEgZqHEnBSiwHTxIhCFqrkrKmDN1x1lAwEGMQj3inxydq2tk3Kk-fAKWxI5S1.jpg?quality=95&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,1080x1080,1280x1280&from=bu;;;;;;;;;;;;;;;;;;;;
VK;https://vk.com/public190256180;https://vk.com/wall-190256180_5081;29;3;2;27213;0,4295;0,1249;343,7287;"Бывает, что во дворе дома жильцы или гости паркуют машины неудачно и перекрывают проезд другому транспорту или спецтехнике.

«Электронный дом» напоминает, что пользователи платформы могут связаться с владельцем такого транспорта и отправить ему просьбу переставить автомобиль.

Для этого нужно перейти в раздел «Мои соседи», выбрать «Связаться с владельцем транспортного средства», в форме ввести номер автомобиля и нажать на кнопку «Попросить убрать ТС».

Поиск автомобиля выполняется по всей базе «Электронного дома». То есть, даже если владелец транспортного средства не ваш сосед, но зарегистрирован на платформе и в его профиле пользователя есть информация об автомобиле, он получит push-уведомление с просьбой перепарковаться.

Если владелец машины не зарегистрирован в «Электронном доме», вы увидите соответствующее сообщение.

Социальная реклама. ГКУ ""Новые технологии управления"" (ОГРН 1087746069817, юридический адрес: 101000, город Москва, Чистопрудный б-р, д. 8 стр. 1), <a href=""https://newtech.mos.ru"" class=""blue-selection"" target=""_blank"">https://newtech.mos.ru</a>";09.06.2025;public190256180;image;https://sun9-17.vkuserphoto.ru/s/v1/ig2/Q1AKGPcUdLxjbeI9kcO3Rhmu0Mvajy3lIt7w-PSXWFLm1jUoMj-nooAJdNF6DHWSLTM1DtkWsjVbjU50bMddvi76.jpg?quality=95&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,1080x1080&from=bu;link;https://newtech.mos.ru;;;;;;;;;;;;;;;;;;
VK;https://vk.com/public190256180;https://vk.com/wall-190256180_5080;26;11;0;62515;0,4673;0,0592;789,6299;"Комнатные цветы — это не только способ украсить и оживить интерьер, но и очистить и увлажнить воздух в помещении. Растения с необычными листьями и яркими цветами радуют глаз, улучшают настроение и микроклимат в комнате, тем самым благотворно влияя на здоровье людей. Расскажем вам сегодня, на какие растения стоит обратить внимание и где их лучше разместить.

Красивые и крупные экземпляры расположите в гостиной, холле или коридоре. Например, пальмы (рапис, хамедорея), монстеры с крупными декоративными листьями или красивоцветущие бугенвиллии и антуриумы. Они создадут яркие акценты.

В спальне разместите цветы, очищающие воздух ночью. Например, алоэ вера улучшает качество сна благодаря своей способности поглощать углекислый газ и выделять кислород именно в ночное время.

Для кухни подберите растения, способные адаптироваться к высокой температуре и повышенной влажности. Остановите свой выбор на бегонии, фиттонии или карликовом фикусе. А если хочется цвета, добавьте цитрусовые деревья или пряные травы (розмарин, мята).

При должном уходе комнатные растения станут незаменимыми компаньонами в вашей жизни, будут очищать воздух в квартире и радовать новыми побегами и зеленью круглый год.

Социальная реклама. ГКУ ""Новые технологии управления"" (ОГРН 1087746069817, юридический адрес: 101000, город Москва, Чистопрудный б-р, д. 8 стр. 1), <a href=""https://newtech.mos.ru"" class=""blue-selection"" target=""_blank"">https://newtech.mos.ru</a>";07.06.2025;public190256180;image;https://sun9-65.vkuserphoto.ru/s/v1/ig2/cMZ3AV2-v1S2ihpHK2seSeEMOf_-enIuYQtKgEZhNUROQe0gvYjbb0PORbNEZTSkgwhwf6qlr4LSSZ9_kXPLVy0h.jpg?quality=95&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,1080x1080&from=bu;link;https://newtech.mos.ru;;;;;;;;;;;;;;;;;;
VK;https://vk.com/public190256180;https://vk.com/wall-190256180_5079;13;0;0;48132;0,1642;0,027;607,9576;"Свыше 400 домов с декорированными порталами входов обновили в Москве за 10 лет!

Каждый такой дом требует индивидуального подхода в составлении плана работ и подборе материалов. На начальном этапе специалисты комплекса городского хозяйства очищают поверхности и обрабатывают их противогрибковыми и влагоотталкивающими средствами. Затем начинаются работы по обновлению декоративных элементов входных групп. Часто дома украшены колоннами, медальонами, лепниной, пилястрами, барельефами, карнизами и замковыми камнями.

Благодаря разработанному в столице подходу к капитальному ремонту такие дома продолжают радовать глаз москвичей и гостей города. А срок жизни отделки и архитектурных элементов значительно увеличивается.

Социальная реклама. ГКУ ""Новые технологии управления"" (ОГРН 1087746069817, юридический адрес: 101000, город Москва, Чистопрудный б-р, д. 8 стр. 1), <a href=""https://newtech.mos.ru"" class=""blue-selection"" target=""_blank"">https://newtech.mos.ru</a>";06.06.2025;public190256180;image;https://sun9-37.vkuserphoto.ru/s/v1/ig2/Hosi7eizTQm5YQpek8-jurBkWjnbaoKN_qHRbBuSiQTX5R6Tzpd_pjAs-62wbrmiZ7utlhwhuEvmSqaln2a_Ewv6.jpg?quality=95&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,1000x1000&from=bu;link;https://newtech.mos.ru;;;;;;;;;;;;;;;;;;
VK;https://vk.com/public190256180;https://vk.com/wall-190256180_5076;19;1;0;66704;0,2526;0,03;842,5414;"Подготовьтесь к летним жарким дням заранее с «Электронным домом»! Сегодня мы расскажем, как правильно подготовиться к установке кондиционера, чтобы все сделать по правилам и гарантировать себе комфортную прохладу в жаркий сезон.

В нашей статье вы узнаете:

- нужно ли согласовывать установку кондиционера;
- как не нарушить интересы соседей при установке;
- куда обращаться, если кондиционер соседей установлен с нарушениями;
- а заодно и интересные факты по этой теме.

Читайте статью по ссылке <a href=""https://ed.mos.ru/knowledge/item/177/?contentId=23007"" class=""blue-selection"" target=""_blank"">https://ed.mos.ru/knowledge/item/177/?contentId=23007</a>

Социальная реклама. ГКУ ""Новые технологии управления"" (ОГРН 1087746069817, юридический адрес: 101000, город Москва, Чистопрудный б-р, д. 8 стр. 1), <a href=""https://newtech.mos.ru"" class=""blue-selection"" target=""_blank"">https://newtech.mos.ru</a>";04.06.2025;public190256180;image;https://sun9-50.vkuserphoto.ru/s/v1/ig2/VxiL5V5KHza4PxS77hE17Xi4v81Su42xoeprXiHMadSDLJqGHTD6yAkh7qOqoXGDq8m5n3KLy2jzZ_v2KFsO1NuX.jpg?quality=95&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,861x861&from=bu;link;https://ed.mos.ru/knowledge/item/177/?contentId=23007;;;;;;;;;;;;;;;;;;
VK;https://vk.com/public190256180;https://vk.com/wall-190256180_5073;16;0;0;363;0,2021;4,4077;4,5851;"Гагаринский — один из самых благополучных и «причесанных» районов города, который с гордостью показывают туристам. И, конечно же, комфортный для жизни самих москвичей.

Район имеет высокую транспортную доступность — он вытянут вдоль Ленинского проспекта, на территории расположены три станции метро («Ленинский проспект», «Университет» и «Воробьевы горы») и одна станция МЦК («Площадь Гагарина»).
С социальной инфраструктурой тоже все хорошо. В районе работают 20 детских садов, 13 школ, МГУ, ведущие НИИ, а также Дворец творчества детей и юношества и 5 поликлиник.

Из зеленых зон выделим парк 40-летия ВЛКСМ и Андреевскую набережную — популярные места для прогулок и отдыха.
В застройке района царит удивительное единообразие — на панельные дома и хрущевки приходится менее 5% жилья, а все остальное занимают сталинки и современные дома.

Социальная реклама. ГКУ ""Новые технологии управления"" (ОГРН 1087746069817, юридический адрес: 101000, город Москва, Чистопрудный б-р, д. 8 стр. 1), <a href=""https://newtech.mos.ru"" class=""blue-selection"" target=""_blank"">https://newtech.mos.ru</a>";01.06.2025;public190256180;image;https://sun9-3.vkuserphoto.ru/s/v1/ig2/GDnwil_O-Wdq93QZrqtWvBnBC__R7pDas12l_uktcsAzqdZ50_BZb3KDZOJ5g8B5c1biMYToVu5DkB20F87bkOeG.jpg?quality=95&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,974x974&from=bu;image;https://sun9-68.vkuserphoto.ru/s/v1/ig2/p6XMuLX5LoBAM3dRTO25vZzeecdygzl7AX2PKeD-OL8lVltRDvibIX7n6mrOWj-q8c8DgCf8UpSIZD9SF93NC127.jpg?quality=95&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,974x974&from=bu;;;;;;;;;;;;;;;;;;
VK;https://vk.com/public190256180;https://vk.com/wall-190256180_5072;13;0;0;337;0,1642;3,8576;4,2567;"В летний период хочется больше времени проводить на улице. Чтобы вечерние прогулки приносили столько же удовольствия, сколько и дневные, дворы должны хорошо освещаться.

«Электронный дом» в Базе знаний <a href=""https://ed.mos.ru/knowledge/item/177/?contentId=23217"" class=""blue-selection"" target=""_blank"">https://ed.mos.ru/knowledge/item/177/?contentId=23217</a> рассказывает о том, каким должен быть искусственный свет во дворе и на что обратить внимание, если есть подозрения на несоответствие. Из статьи вы узнаете, как измеряется освещение, какие нормы законодательства регулируют его необходимое количество и как организован свет в разных частях двора — от парковки до игровых площадок. А также о том, кто отвечает за состояние и техническое обслуживание электрооборудования и куда обращаться, если заметите поврежденный или неработающий осветительный прибор.

Социальная реклама. ГКУ ""Новые технологии управления"" (ОГРН 1087746069817, юридический адрес: 101000, город Москва, Чистопрудный б-р, д. 8 стр. 1), <a href=""https://newtech.mos.ru"" class=""blue-selection"" target=""_blank"">https://newtech.mos.ru</a>";01.06.2025;public190256180;image;https://sun9-85.vkuserphoto.ru/s/v1/ig2/og23HP1_6c5SWZZC8au5SZMRACbEhEh_AejNh1r96TB40icPTnauKos1iD5dL26wPBmWwTSWT6EENRfJMNL5nELf.jpg?quality=95&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,974x974&from=bu;;;;;;;;;;;;;;;;;;;;
VK;https://vk.com/public190256180;https://vk.com/wall-190256180_5071;19;1;0;89304;0,2526;0,0224;1128,003;"Продолжаем наши прогулки по Москве и заглянем на страницы истории района Гагаринский, который сегодня считается визитной карточкой столицы.

Первые упоминания поселений на нынешней территории района приходятся на пожар 1547 года, тогда речь шла про Андреевский монастырь.

Монастырь, вероятно, был основан ранее, но точная дата осталась неизвестной. Позднее неподалеку возникла и стала разрастаться Андреевская слобода. В середине 17 века история монастыря тесно переплетена с жизнью Ф. М. Ртищева, который открыл здесь училище. В дальнейшем на территории монастыря в разные годы проживали дети-отказники, обитатели исправительных учреждений, солдатские вдовы, была богадельня и библиотека.

Еще одно поселение, ставшее в дальнейшем частью Гагаринского района — Васильевское, известное также как «Мамонова дача», упоминавшееся в литературе с 1635 года, когда его владельцами были бояре Салтыковы.

В начале 18 века по обмену земли отошли Долгоруким. При них строится имение с дворцом, разрастается хозяйство, благоустраиваются парк и фруктовый сад.

С 19 века Васильевское принадлежало Юсуповым, графу Дмитриеву-Мамонову, Фонвизину. Позднее тут была больница для душевнобольных, цветоводческое хозяйство, а после войны — Институт химической физики.

С середины 20 века территория Гагаринского района активно заселяется интеллигенцией, сотрудниками НИИ и МГУ. С 1960 года части района, которые еще оставались областными, отошли городу, а современные границы район получил в 1995 году.

Социальная реклама. ГКУ ""Новые технологии управления"" (ОГРН 1087746069817, юридический адрес: 101000, город Москва, Чистопрудный б-р, д. 8 стр. 1), <a href=""https://newtech.mos.ru"" class=""blue-selection"" target=""_blank"">https://newtech.mos.ru</a>";31.05.2025;public190256180;image;https://sun9-17.vkuserphoto.ru/s/v1/ig2/OUe1WZEEzXk9y1DjgQ_2wCmrvN2aUjyXB7sbWAkXoEUJJHAAGXKS_k4in_UlFXiKw7fCzJe5q68cojxqtOBMUbjN.jpg?quality=95&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,750x750&from=bu;;;;;;;;;;;;;;;;;;;;
VK;https://vk.com/public190256180;https://vk.com/wall-190256180_5067;16;2;3;53316;0,2653;0,0394;673,4369;"С 2020 года столица перешла на раздельный сбор отходов, и с каждым годом программа становится все более популярной у населения. Москвичи все чаще пользуются возможностью уменьшить количество несортированного мусора и отправить часть на переработку. В 2024 году вторсырья было собрано 1,6 млн тонн, за первый квартал 2025 года набрано уже около 440 тыс. тонн. 
 
В основе раздельного сбора лежит двухконтейнерная система с синей и серой маркировкой. В синие емкости выбрасывают стекло, пластик, металлы и макулатуру, в серые — все остальное. Контейнеры устанавливаются во дворах и около объектов социальной инфраструктуры, а после сбора мусор забирают специальные машины соответствующего цвета. Дальше содержимое отправляется на сортировку и переработку. 
 
Участие в программе раздельного сбора добровольное. Тем не менее, все больше семей присоединяется к сознательному образу жизни и заботе о любимом городе.

Социальная реклама. ГКУ ""Новые технологии управления"" (ОГРН 1087746069817, юридический адрес: 101000, город Москва, Чистопрудный б-р, д. 8 стр. 1), <a href=""https://newtech.mos.ru"" class=""blue-selection"" target=""_blank"">https://newtech.mos.ru</a>";29.05.2025;public190256180;image;https://sun9-78.vkuserphoto.ru/s/v1/ig2/STgkSrkgjzCFOGseWC7tkg6p0o40_OpfrrTuBCMKoZIQfsyLb3IyTkY9M2lBmTpqfgDHPpiF7iLgukCYVUKVZ6l9.jpg?quality=95&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,1000x1000&from=bu;;;;;;;;;;;;;;;;;;;;
VK;https://vk.com/public190256180;https://vk.com/wall-190256180_5065;20;3;3;17177;0,3284;0,1514;216,9635;"Чистота и порядок в подъезде — то, что радует нас, когда мы выходим из квартиры утром и возвращаемся туда вечером. Но со временем детали изнашиваются и требуют обновления. Почтовые ящики тоже не исключение, поэтому сегодня «Электронный дом» расскажет, кто и в каких случаях отвечает за обновление или замену ящиков, за чей счёт ведутся работы и какая норма закона регулирует этот вопрос.

Централизованно почтовые ящики в домах меняют и ремонтируют в рамках программы капитального ремонта жилого фонда. 

Поскольку всеми работами занимается управляющая организация, то и заявку на ремонт или замену почтового ящика необходимо адресовать ей. Оплата ремонта и обслуживания почтовых ящиков из общей зоны производится из фонда на содержание и ремонт общего имущества, в который поступают средства из ежемесячных платежей жильцов. 

Чтобы отправить заявку на замену или ремонт ящика на платформе «Электронный дом», зайдите в раздел «Заявки», далее «Подать заявку», затем выберите тему «Подъезд» и оставьте заявку на ремонт или замену почтового ящика и/или его замка.

Социальная реклама. ГКУ ""Новые технологии управления"" (ОГРН 1087746069817, юридический адрес: 101000, город Москва, Чистопрудный б-р, д. 8 стр. 1), <a href=""https://newtech.mos.ru"" class=""blue-selection"" target=""_blank"">https://newtech.mos.ru</a>";25.05.2025;public190256180;image;https://sun9-19.vkuserphoto.ru/s/v1/ig2/tg7zXJJn4ugK5H96uxlfLk_QB6T2JCNelsmve2K7wpuG-fA22iGHbkS4cA5MrRCQPBx7tb_4-CzzethTf9p10DET.jpg?quality=95&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,1080x1080&from=bu;link;https://newtech.mos.ru;;;;;;;;;;;;;;;;;;
VK;https://vk.com/public190256180;https://vk.com/wall-190256180_5064;21;1;0;28463;0,2779;0,0773;359,5175;"Друзья, мы напоминаем, что в Базе знаний вас ждут красочные плакаты о платформе «Электронный дом», которые вы можете скачать и разместить на информационных досках вашего дома.

Поделитесь с соседями полезной информацией о возможностях платформы, чтобы они тоже могли присоединиться к удобному управлению домом.

Чем больше жильцов будет вместе с вами пользоваться платформой, тем быстрее и легче вы будете решать общедомовые вопросы, общаться с соседями онлайн и находить необходимое через объявления.

Присоединяйтесь к «Электронному дому» и тратьте свое личное время на более приятные вещи!

Социальная реклама. ГКУ ""Новые технологии управления"" (ОГРН 1087746069817, юридический адрес: 101000, город Москва, Чистопрудный б-р, д. 8 стр. 1), <a href=""https://newtech.mos.ru"" class=""blue-selection"" target=""_blank"">https://newtech.mos.ru</a>";22.05.2025;public190256180;image;https://sun9-42.vkuserphoto.ru/s/v1/ig2/kJhQyiJN6xoapryYLo5rND8Q1ItrxEbHFEs1rZ9ILGlwRuajjdxO_G2EcxTksZ7__BcDwe_Mj06iToz5Oo2UQhxD.jpg?quality=95&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,1080x1080&from=bu;;;;;;;;;;;;;;;;;;;;
VK;https://vk.com/public190256180;https://vk.com/wall-190256180_5061;13;0;1;40534;0,1768;0,0345;511,9869;"Встречайте новый сервис «Химчистка» на платформе «Электронный дом»!
 
Теперь москвичи могут заказать профессиональную чистку мебели, матрасов и ковров через сайт платформы или мобильное приложение. 
 
Как оставить заявку: 
 
- Зайдите в личный кабинет на сайте ed.mos.ru или в мобильное приложение платформы «Электронный дом».
- Выберите «Услуги» — «От партнеров» — «Химчистка». 
- Укажите объект чистки, его характеристики, адрес, дату и время приезда специалиста. 
 
После отправки заявки с вами свяжется оператор для уточнения деталей и стоимости. 
 
Химчистка проводится на дому с использованием профессионального оборудования и безопасных средств. Перед процедурой мастер оценит состояние изделия, подберёт методы очистки, ответит на вопросы и согласует перечень работ.

Социальная реклама. ГКУ ""Новые технологии управления"" (ОГРН 1087746069817, юридический адрес: 101000, город Москва, Чистопрудный б-р, д. 8 стр. 1), <a href=""https://newtech.mos.ru"" class=""blue-selection"" target=""_blank"">https://newtech.mos.ru</a>";22.05.2025;public190256180;video;;;;;;;;;;;;;;;;;;;;;
VK;https://vk.com/public190256180;https://vk.com/wall-190256180_5054;14;2;1;49677;0,2147;0,0342;627,4725;"«Активному гражданину» — 11 лет! Со старта платформы в мае 2014-го количество участников превысило 7,2 миллиона человек. 
 
Уже состоялось более 7,1 тысяч онлайн-голосований, собрано более 293 млн мнений горожан, реализовано свыше 4,2 тысяч решений. Благодаря активным гражданам столица становится еще красивее и комфортнее. 
 
Специально ко дню рождения проекта «Активный гражданин» подготовил тематические активности. Принимайте в них участие и вы: 
 
- расскажите вашу личную историю участия в жизни города на специальной страничке <a href=""https://ag.mos.ru/promo/11let"" class=""blue-selection"" target=""_blank"">https://ag.mos.ru/promo/11let</a>; 
- пройдите занимательную викторину, посвящённую знаковым событиям и местам Москвы <a href=""https://ag.mos.ru/polls/17008"" class=""blue-selection"" target=""_blank"">https://ag.mos.ru/polls/17008</a>; 
- приглашайте детей — они смогут пройти детскую викторину об известных столичных животных <a href=""https://det.mos.ru/voting"" class=""blue-selection"" target=""_blank"">https://det.mos.ru/voting</a>. 
 
И это ещё не всё! Если у вас есть накопленные бейджи активности, вы можете получить сувениры со скидкой до 50% на сайте «Миллион призов» <a href=""https://ag-vmeste.ru/news/586."" class=""blue-selection"" target=""_blank"">https://ag-vmeste.ru/news/586.</a>

Социальная реклама. ГКУ ""Новые технологии управления"" (ОГРН 1087746069817, юридический адрес: 101000, город Москва, Чистопрудный б-р, д. 8 стр. 1), <a href=""https://newtech.mos.ru"" class=""blue-selection"" target=""_blank"">https://newtech.mos.ru</a>";21.05.2025;public190256180;image;https://sun9-13.vkuserphoto.ru/s/v1/ig2/vRjy294fGyNXSvKObvE8WfJ1iKOoLKcMjPppdvYPWKHoPpWqwIG03A9YdMWpEt7Y0v9jEENR_LcZtweFzkVqw9KB.jpg?quality=95&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,1080x1080&from=bu;;;;;;;;;;;;;;;;;;;;
